119997.0,108352.0
120027.0,108335.0
120023.0,108367.0
120012.0,108339.0
120065.0,108356.0
120027.0,108371.0
120030.0,108355.0
120032.0,108362.0
120010.0,108352.0
120050.0,108355.0
119999.0,108368.0
119995.0,108324.0
120023.0,108356.0
119984.0,108349.0
119988.0,108343.0
119977.0,108330.0
119963.0,108337.0
119997.0,108350.0
119958.0,108347.0
119999.0,108346.0
120022.0,108333.0
120023.0,108370.0
120044.0,108349.0
120058.0,108370.0
120089.0,108384.0
120110.0,108366.0
120119.0,108409.0
120145.0,108394.0
120173.0,108391.0
120196.0,108418.0
120224.0,108439.0
120229.0,108428.0
120264.0,108460.0
120307.0,108472.0
120330.0,108475.0
120358.0,108504.0
120357.0,108491.0
120353.0,108458.0
120372.0,108474.0
120368.0,108456.0
120403.0,108455.0
120401.0,108468.0
120438.0,108465.0
120470.0,108495.0
120470.0,108499.0
120502.0,108477.0
120536.0,108507.0
120545.0,108501.0
120582.0,108510.0
120556.0,108526.0
120578.0,108516.0
120595.0,108533.0
120577.0,108530.0
120616.0,108524.0
120592.0,108543.0
120592.0,108522.0
120632.0,108549.0
120612.0,108538.0
120626.0,108520.0
120637.0,108555.0
120633.0,108540.0
120679.0,108564.0
120673.0,108560.0
120719.0,108584.0
120725.0,108589.0
120770.0,108599.0
120816.0,108611.0
120824.0,108641.0
120851.0,108635.0
120896.0,108644.0
120860.0,108629.0
120881.0,108639.0
120912.0,108630.0
120873.0,108631.0
120884.0,108627.0
120913.0,108618.0
120890.0,108620.0
120890.0,108613.0
120918.0,108635.0
120877.0,108629.0
120901.0,108604.0
120893.0,108628.0
120876.0,108608.0
120874.0,108619.0
120812.0,108590.0
120775.0,108548.0
120708.0,108558.0
120587.0,108507.0
120531.0,108478.0
120410.0,108435.0
120295.0,108399.0
120234.0,108389.0
120077.0,108323.0
120036.0,108323.0
119947.0,108290.0
119867.0,108242.0
119859.0,108258.0
119779.0,108226.0
119771.0,108195.0
119752.0,108209.0
119723.0,108190.0
119715.0,108204.0
119679.0,108181.0
119694.0,108152.0
119683.0,108192.0
119677.0,108180.0
119726.0,108200.0
119712.0,108211.0
119772.0,108224.0
119758.0,108239.0
119800.0,108252.0
119865.0,108255.0
119858.0,108277.0
119877.0,108297.0
119938.0,108289.0
119944.0,108301.0
119972.0,108323.0
120010.0,108307.0
120012.0,108333.0
120032.0,108347.0
120093.0,108328.0
120127.0,108349.0
120150.0,108343.0
120216.0,108383.0
120232.0,108379.0
120296.0,108384.0
120320.0,108416.0
120336.0,108398.0
120379.0,108423.0
120349.0,108440.0
120374.0,108423.0
120393.0,108458.0
120386.0,108437.0
120413.0,108448.0
120384.0,108456.0
120392.0,108429.0
120395.0,108456.0
120372.0,108441.0
120409.0,108429.0
120424.0,108456.0
120417.0,108450.0
120435.0,108461.0
120449.0,108453.0
120483.0,108466.0
120453.0,108480.0
120484.0,108462.0
120468.0,108460.0
120475.0,108471.0
120494.0,108466.0
120486.0,108461.0
120495.0,108482.0
120545.0,108479.0
120526.0,108480.0
120557.0,108488.0
120624.0,108485.0
120624.0,108512.0
120661.0,108527.0
120753.0,108539.0
120746.0,108563.0
120775.0,108572.0
120818.0,108561.0
120815.0,108574.0
120813.0,108573.0
120838.0,108553.0
120833.0,108559.0
120820.0,108555.0
120852.0,108574.0
120836.0,108575.0
120848.0,108546.0
120867.0,108583.0
120864.0,108577.0
120899.0,108584.0
120890.0,108607.0
120934.0,108601.0
120961.0,108617.0
120952.0,108635.0
121003.0,108645.0
120979.0,108660.0
121007.0,108622.0
121018.0,108659.0
121017.0,108657.0
121048.0,108653.0
121009.0,108653.0
121012.0,108639.0
121047.0,108646.0
120998.0,108638.0
121035.0,108620.0
121005.0,108644.0
121013.0,108622.0
121040.0,108625.0
121029.0,108639.0
121063.0,108645.0
121045.0,108645.0
121052.0,108664.0
121112.0,108647.0
121088.0,108673.0
121103.0,108693.0
121140.0,108673.0
121109.0,108693.0
121138.0,108694.0
121185.0,108671.0
121165.0,108678.0
121165.0,108681.0
121194.0,108683.0
121170.0,108684.0
121180.0,108672.0
121175.0,108679.0
121158.0,108659.0
121177.0,108682.0
121137.0,108684.0
121147.0,108636.0
121125.0,108669.0
121084.0,108643.0
121069.0,108628.0
121014.0,108600.0
120925.0,108562.0
120850.0,108554.0
120724.0,108508.0
120674.0,108478.0
120551.0,108447.0
120424.0,108395.0
120365.0,108395.0
120253.0,108368.0
120212.0,108331.0
120115.0,108316.0
120024.0,108285.0
119988.0,108288.0
119901.0,108244.0
119865.0,108216.0
119834.0,108226.0
119782.0,108189.0
119759.0,108177.0
119749.0,108172.0
119720.0,108150.0
119742.0,108172.0
119722.0,108173.0
119761.0,108174.0
119764.0,108185.0
119791.0,108207.0
119855.0,108219.0
119840.0,108227.0
119872.0,108249.0
119906.0,108236.0
119921.0,108252.0
119929.0,108276.0
119939.0,108244.0
119976.0,108261.0
119970.0,108258.0
120041.0,108250.0
120043.0,108279.0
120106.0,108274.0
120171.0,108303.0
120167.0,108315.0
120222.0,108297.0
120239.0,108333.0
120255.0,108330.0
120284.0,108335.0
120278.0,108341.0
120294.0,108324.0
120292.0,108346.0
120272.0,108323.0
120304.0,108330.0
120279.0,108348.0
120279.0,108330.0
120306.0,108336.0
120284.0,108348.0
120292.0,108352.0
120306.0,108336.0
120292.0,108340.0
120323.0,108343.0
120294.0,108323.0
120319.0,108332.0
120319.0,108297.0
120320.0,108321.0
120310.0,108322.0
120306.0,108285.0
120330.0,108320.0
120329.0,108335.0
120354.0,108335.0
120403.0,108367.0
120424.0,108402.0
120450.0,108407.0
120492.0,108420.0
120671.0,108454.0
120675.0,108461.0
120722.0,108478.0
120708.0,108481.0
120734.0,108459.0
120726.0,108480.0
120740.0,108470.0
120748.0,108472.0
120729.0,108484.0
120752.0,108462.0
120762.0,108476.0
120760.0,108477.0
120803.0,108483.0
120781.0,108495.0
120802.0,108483.0
120845.0,108501.0
120844.0,108502.0
120879.0,108515.0
120889.0,108523.0
120916.0,108527.0
120929.0,108545.0
120951.0,108555.0
120942.0,108549.0
120955.0,108548.0
120973.0,108528.0
120974.0,108554.0
120994.0,108543.0
120997.0,108531.0
120984.0,108550.0
121030.0,108563.0
121043.0,108557.0
121078.0,108596.0
121088.0,108613.0
121090.0,108613.0
121139.0,108610.0
121130.0,108626.0
121147.0,108631.0
121188.0,108627.0
121166.0,108627.0
121171.0,108617.0
121207.0,108635.0
121166.0,108628.0
121204.0,108612.0
121196.0,108612.0
121179.0,108611.0
121198.0,108632.0
121167.0,108616.0
121196.0,108593.0
121202.0,108627.0
121201.0,108637.0
121246.0,108649.0
121239.0,108658.0
121251.0,108644.0
121247.0,108657.0
121181.0,108618.0
121155.0,108610.0
121066.0,108580.0
120936.0,108499.0
120856.0,108507.0
120670.0,108439.0
120566.0,108391.0
120453.0,108354.0
120326.0,108304.0
120258.0,108301.0
120163.0,108254.0
120111.0,108215.0
120057.0,108240.0
120016.0,108213.0
120032.0,108226.0
120008.0,108242.0
120051.0,108259.0
120070.0,108241.0
120093.0,108278.0
120103.0,108276.0
120105.0,108256.0
120128.0,108284.0
120147.0,108288.0
120158.0,108274.0
120193.0,108295.0
120220.0,108313.0
120262.0,108295.0
120286.0,108330.0
120343.0,108355.0
120373.0,108380.0
120430.0,108395.0
120491.0,108385.0
120521.0,108418.0
120555.0,108427.0
120609.0,108453.0
120621.0,108461.0
120658.0,108445.0
120668.0,108466.0
120657.0,108445.0
120684.0,108464.0
120635.0,108476.0
120631.0,108439.0
120650.0,108456.0
120601.0,108445.0
120585.0,108427.0
120556.0,108411.0
120535.0,108406.0
120541.0,108415.0
120517.0,108379.0
120504.0,108390.0
120521.0,108373.0
120489.0,108370.0
120535.0,108380.0
120549.0,108372.0
120558.0,108405.0
120574.0,108372.0
120592.0,108418.0
120604.0,108417.0
120628.0,108391.0
120648.0,108433.0
120660.0,108436.0
120660.0,108429.0
120708.0,108433.0
120700.0,108433.0
120718.0,108452.0
120771.0,108434.0
120770.0,108462.0
120783.0,108475.0
120814.0,108446.0
120813.0,108464.0
120798.0,108452.0
120830.0,108478.0
120827.0,108482.0
120858.0,108469.0
120870.0,108502.0
120871.0,108502.0
120924.0,108517.0
120931.0,108533.0
120975.0,108520.0
120990.0,108556.0
120998.0,108553.0
121035.0,108557.0
121039.0,108587.0
121055.0,108557.0
121080.0,108591.0
121045.0,108575.0
121059.0,108557.0
121040.0,108562.0
121023.0,108539.0
121020.0,108551.0
120988.0,108542.0
121017.0,108539.0
120979.0,108546.0
121009.0,108539.0
121054.0,108545.0
121051.0,108535.0
121059.0,108529.0
121060.0,108558.0
121059.0,108541.0
121074.0,108537.0
121088.0,108573.0
121085.0,108587.0
121089.0,108577.0
121087.0,108567.0
121080.0,108538.0
121084.0,108570.0
121094.0,108565.0
121086.0,108536.0
121128.0,108582.0
121131.0,108590.0
121166.0,108571.0
121171.0,108601.0
121179.0,108585.0
121200.0,108600.0
121191.0,108599.0
121216.0,108584.0
121212.0,108610.0
121208.0,108597.0
121236.0,108624.0
121186.0,108623.0
121208.0,108591.0
121200.0,108620.0
121149.0,108586.0
121139.0,108571.0
121074.0,108538.0
120981.0,108501.0
120903.0,108490.0
120740.0,108416.0
120692.0,108399.0
120588.0,108367.0
120476.0,108328.0
120437.0,108331.0
120341.0,108305.0
120300.0,108296.0
120228.0,108263.0
120181.0,108254.0
120130.0,108251.0
120080.0,108218.0
120081.0,108227.0
120036.0,108239.0
120018.0,108217.0
120029.0,108200.0
120010.0,108201.0
120025.0,108212.0
120072.0,108220.0
120065.0,108222.0
120083.0,108242.0
120133.0,108237.0
120122.0,108254.0
120142.0,108251.0
120183.0,108244.0
120180.0,108261.0
120179.0,108266.0
120197.0,108282.0
120184.0,108260.0
